train_size,iter,test_point,lm_pred,dtree_pred,true_dtree_pred,label
32,0,127,0,0,0,1.0
32,0,128,1,1,1,1.0
32,0,129,1,1,1,1.0
32,0,130,1,0,0,0.0
32,0,131,0,1,0,0.0
32,0,132,0,0,0,0.0
32,0,133,0,1,0,1.0
32,0,134,1,1,1,1.0
32,0,135,1,0,1,1.0
32,0,136,0,0,0,0.0
32,0,137,0,0,0,1.0
32,0,138,0,0,0,0.0
32,0,139,0,1,0,0.0
32,0,140,0,0,0,0.0
32,0,141,0,0,0,0.0
32,0,142,1,1,1,1.0
32,0,143,0,0,0,0.0
32,0,144,1,1,0,1.0
32,0,145,0,0,0,1.0
32,0,146,0,0,0,0.0
32,0,147,0,0,0,0.0
32,0,148,0,0,0,1.0
32,0,149,0,0,0,0.0
32,0,150,0,0,0,1.0
32,0,151,0,0,0,0.0
32,0,152,0,0,0,0.0
32,0,153,0,0,0,0.0
32,0,154,1,1,1,1.0
32,0,155,0,0,0,0.0
32,0,156,0,0,0,0.0
32,0,157,0,0,0,1.0
32,0,158,1,1,0,1.0
32,0,159,0,0,0,0.0
32,0,160,1,1,1,1.0
32,0,161,0,0,0,0.0
32,0,162,1,0,1,0.0
32,0,163,0,0,0,0.0
32,0,164,0,0,0,0.0
32,0,165,1,0,1,1.0
32,0,166,1,1,1,1.0
32,0,167,0,0,1,0.0
32,0,168,0,0,0,0.0
32,0,169,0,0,0,0.0
32,0,170,0,0,0,0.0
32,0,171,0,0,0,0.0
32,0,172,0,1,0,0.0
32,0,173,1,1,1,1.0
32,0,174,0,0,0,1.0
32,0,175,1,1,1,1.0
32,0,176,1,1,1,0.0
32,0,177,1,0,1,1.0
32,0,178,1,1,1,1.0
32,0,179,1,0,1,1.0
32,0,180,0,0,0,0.0
32,0,181,0,0,0,1.0
32,0,182,1,1,1,1.0
32,0,183,1,1,1,1.0
32,0,184,1,1,1,1.0
32,0,185,1,1,1,1.0
32,0,186,1,1,1,1.0
32,0,187,0,0,0,1.0
32,0,188,0,0,0,0.0
32,0,189,1,0,0,0.0
32,0,190,0,0,0,0.0
32,0,191,1,1,1,1.0
32,0,192,1,0,0,1.0
32,0,193,0,0,0,1.0
32,0,194,1,0,1,1.0
32,0,195,1,0,0,0.0
32,0,196,0,0,0,1.0
32,0,197,1,1,1,1.0
32,0,198,1,1,1,1.0
32,0,199,1,0,0,0.0
32,0,200,0,0,0,1.0
32,0,201,0,0,0,0.0
32,0,202,1,1,1,1.0
32,0,203,1,1,1,1.0
32,0,204,0,0,0,0.0
32,0,205,0,1,0,0.0
32,0,206,1,1,1,1.0
32,0,207,1,0,1,1.0
32,0,208,0,0,0,0.0
32,0,209,0,0,0,0.0
32,0,210,0,0,0,0.0
32,0,211,0,0,0,0.0
32,0,212,1,0,1,1.0
32,0,213,0,1,1,0.0
32,0,214,0,0,0,1.0
32,0,215,0,0,0,1.0
32,0,216,0,0,0,1.0
32,0,217,0,0,0,0.0
32,0,218,1,1,1,1.0
32,0,219,0,1,0,0.0
32,0,220,1,1,1,1.0
32,0,221,0,0,0,0.0
32,0,222,0,0,0,0.0
32,0,223,0,1,0,0.0
32,0,224,0,0,0,0.0
32,0,225,0,0,1,0.0
32,0,226,0,1,0,0.0
32,0,227,0,0,0,1.0
32,0,228,1,1,1,0.0
32,0,229,1,1,1,1.0
32,0,230,0,0,0,1.0
32,0,231,1,0,1,1.0
32,0,232,1,1,0,0.0
32,0,233,1,1,1,1.0
32,0,234,1,0,1,1.0
32,0,235,0,0,0,1.0
32,0,236,1,0,1,1.0
32,0,237,0,0,0,0.0
32,0,238,1,0,0,0.0
32,0,239,0,0,0,0.0
32,0,240,1,1,0,0.0
32,0,241,0,0,0,0.0
32,0,242,0,0,0,0.0
32,0,243,0,0,0,0.0
32,0,244,1,0,1,1.0
32,0,245,1,0,0,0.0
32,0,246,1,1,1,1.0
32,0,247,0,0,0,1.0
32,0,248,0,0,0,1.0
32,0,249,1,0,0,0.0
32,0,250,0,1,0,0.0
32,0,251,0,0,0,0.0
32,0,252,0,0,0,0.0
32,0,253,0,0,0,0.0
32,0,254,0,0,0,0.0
32,0,255,1,1,0,0.0
32,0,256,0,0,0,0.0
32,0,257,0,0,0,0.0
32,0,258,0,0,0,0.0
32,0,259,1,1,1,1.0
32,0,260,1,0,0,1.0
32,0,261,1,1,1,1.0
32,0,262,0,0,0,0.0
32,0,263,1,0,1,1.0
32,0,264,0,0,0,0.0
32,0,265,1,1,1,1.0
32,0,266,0,0,0,0.0
32,0,267,1,1,1,1.0
32,0,268,1,1,0,0.0
32,0,269,0,0,0,0.0
32,0,270,0,0,0,1.0
32,0,271,0,0,0,0.0
32,0,272,0,0,0,0.0
32,0,273,0,0,0,0.0
32,0,274,0,0,0,0.0
32,0,275,0,0,1,1.0
32,0,276,1,1,1,0.0
32,0,277,0,0,0,0.0
32,0,278,0,0,0,0.0
32,0,279,0,0,0,1.0
32,0,280,0,0,1,0.0
32,0,281,0,0,0,0.0
32,0,282,0,0,0,0.0
32,0,283,0,0,0,0.0
32,0,284,0,0,0,0.0
32,0,285,1,0,0,0.0
32,0,286,1,1,1,1.0
32,0,287,1,0,1,0.0
32,0,288,0,0,0,0.0
32,0,289,1,1,1,1.0
32,0,290,0,0,0,0.0
32,0,291,0,0,0,0.0
32,0,292,0,0,0,1.0
32,0,293,0,0,0,0.0
32,0,294,1,0,1,1.0
32,0,295,0,0,0,0.0
32,0,296,0,0,1,1.0
32,0,297,0,1,0,1.0
32,0,298,1,0,1,0.0
32,0,299,0,0,0,1.0
32,0,300,1,1,1,0.0
32,0,301,0,0,0,0.0
32,0,302,0,0,0,0.0
32,0,303,0,0,0,0.0
32,0,304,0,0,0,0.0
32,0,305,0,0,0,0.0
32,0,306,0,0,0,0.0
32,0,307,0,1,0,0.0
32,0,308,1,0,0,0.0
32,0,309,0,0,0,1.0
32,0,310,0,0,0,0.0
32,0,311,0,1,0,1.0
32,0,312,0,0,0,0.0
32,0,313,1,1,0,1.0
32,0,314,0,0,1,0.0
32,0,315,1,1,0,0.0
32,0,316,1,0,1,0.0
32,0,317,0,0,0,1.0
32,0,318,0,0,0,1.0
32,0,319,1,1,1,1.0
32,0,320,1,0,1,1.0
32,0,321,1,1,1,1.0
32,0,322,0,0,0,0.0
32,0,323,0,1,0,0.0
32,0,324,1,1,1,0.0
32,0,325,1,1,1,0.0
32,0,326,1,0,1,1.0
32,0,327,0,0,0,0.0
32,0,328,1,1,0,0.0
32,0,329,0,0,0,0.0
32,0,330,1,1,1,1.0
32,0,331,1,0,1,1.0
32,0,332,0,0,0,0.0
32,0,333,0,0,0,0.0
32,0,334,0,0,0,0.0
32,0,335,1,1,1,1.0
32,0,336,1,0,1,1.0
32,0,337,0,0,0,0.0
32,0,338,1,0,1,0.0
32,0,339,1,0,1,1.0
32,0,340,1,1,1,1.0
32,0,341,0,0,0,0.0
32,0,342,0,0,0,0.0
32,0,343,0,0,0,1.0
32,0,344,0,0,0,0.0
32,0,345,1,1,1,1.0
32,0,346,1,1,1,1.0
32,0,347,0,0,0,1.0
32,0,348,0,0,0,0.0
32,0,349,0,0,0,0.0
32,0,350,1,0,0,0.0
32,0,351,0,0,0,0.0
32,0,352,0,0,0,0.0
32,0,353,0,0,0,1.0
32,0,354,0,0,0,0.0
32,0,355,0,0,0,0.0
32,0,356,0,0,0,0.0
32,0,357,1,1,1,1.0
32,0,358,0,0,0,0.0
32,0,359,1,1,1,1.0
32,0,360,0,0,1,1.0
32,0,361,0,0,0,0.0
32,0,362,1,1,1,1.0
32,0,363,0,0,0,0.0
32,0,364,0,1,0,1.0
32,0,365,0,0,0,0.0
32,0,366,0,0,1,0.0
32,0,367,1,1,1,1.0
32,0,368,1,1,1,1.0
32,0,369,0,0,0,0.0
32,0,370,0,0,0,0.0
32,0,371,0,0,0,1.0
32,0,372,1,0,1,1.0
32,0,373,1,0,1,1.0
32,0,374,1,1,1,1.0
32,0,375,1,1,1,0.0
32,0,376,1,1,1,1.0
32,0,377,0,0,0,1.0
32,0,378,0,0,0,0.0
32,0,379,0,0,0,0.0
32,0,380,0,1,0,1.0
32,0,381,0,0,0,0.0
32,0,382,0,0,0,0.0
32,0,383,0,0,0,1.0
32,0,384,0,0,0,0.0
32,0,385,0,0,0,1.0
32,0,386,1,1,1,1.0
32,0,387,0,0,0,0.0
32,0,388,0,0,0,0.0
32,0,389,1,1,1,1.0
32,0,390,0,0,0,0.0
32,0,391,0,0,0,0.0
32,0,392,1,1,1,1.0
32,0,393,0,0,0,0.0
32,0,394,0,0,0,1.0
32,0,395,0,0,0,0.0
32,0,396,0,0,0,1.0
32,0,397,0,0,0,0.0
32,0,398,0,0,0,0.0
32,0,399,0,0,0,0.0
32,0,400,1,1,1,1.0
32,0,401,1,0,1,0.0
32,0,402,0,0,0,0.0
32,0,403,1,0,1,1.0
32,0,404,0,0,0,1.0
32,0,405,0,0,0,1.0
32,0,406,0,1,0,1.0
32,0,407,0,0,0,0.0
32,0,408,1,1,1,1.0
32,0,409,0,0,0,0.0
32,0,410,0,0,0,0.0
32,0,411,0,0,1,0.0
32,0,412,0,0,1,1.0
32,0,413,0,0,0,0.0
32,0,414,1,0,0,0.0
32,0,415,1,1,1,1.0
32,0,416,1,0,0,1.0
32,0,417,0,0,0,0.0
32,0,418,0,0,0,1.0
32,0,419,0,0,0,0.0
32,0,420,0,0,0,0.0
32,0,421,0,0,0,1.0
32,0,422,1,0,0,1.0
32,0,423,0,0,0,0.0
32,0,424,0,0,0,0.0
32,0,425,0,0,0,0.0
32,0,426,0,0,0,0.0
32,0,427,1,1,1,1.0
32,0,428,0,1,0,1.0
32,0,429,0,0,0,0.0
32,0,430,1,1,1,1.0
32,0,431,1,1,0,0.0
32,0,432,0,0,0,0.0
32,0,433,0,0,0,0.0
32,0,434,0,0,0,1.0
32,0,435,0,0,0,0.0
32,0,436,0,0,0,0.0
32,0,437,1,1,1,0.0
32,0,438,0,0,0,0.0
32,0,439,1,1,1,1.0
32,0,440,1,0,1,1.0
32,0,441,0,0,1,0.0
32,0,442,0,0,0,0.0
32,0,443,1,1,0,1.0
32,0,444,0,0,0,1.0
32,0,445,1,1,0,0.0
32,0,446,1,1,1,1.0
32,0,447,0,0,0,0.0
32,0,448,0,0,0,0.0
32,0,449,1,1,1,1.0
32,0,450,1,1,1,1.0
32,0,451,0,0,0,1.0
32,0,452,1,0,1,1.0
32,0,453,0,0,0,1.0
32,0,454,1,1,1,1.0
32,0,455,0,0,0,0.0
32,0,456,1,1,1,1.0
32,0,457,0,1,0,0.0
32,0,458,1,0,1,1.0
32,0,459,0,0,0,1.0
32,0,460,1,1,1,1.0
32,0,461,1,0,0,0.0
32,0,462,1,0,1,1.0
32,0,463,1,1,1,1.0
32,0,464,0,1,0,0.0
32,0,465,1,1,1,1.0
32,0,466,1,0,1,1.0
32,0,467,0,0,0,0.0
32,0,468,1,1,1,1.0
32,0,469,1,1,1,1.0
32,0,470,0,0,0,0.0
32,0,471,0,0,0,0.0
32,0,472,0,0,0,0.0
32,0,473,0,0,0,0.0
32,0,474,1,0,0,0.0
32,0,475,0,1,0,0.0
32,0,476,1,0,1,1.0
32,0,477,1,1,1,1.0
32,0,478,0,0,0,0.0
32,0,479,1,1,0,1.0
32,0,480,0,1,0,1.0
32,0,481,0,0,0,0.0
32,0,482,0,1,0,0.0
32,0,483,0,0,0,0.0
32,0,484,0,0,0,1.0
32,0,485,0,0,0,0.0
32,0,486,0,0,0,1.0
32,0,487,1,1,0,0.0
32,0,488,0,1,1,1.0
32,0,489,1,1,1,1.0
32,0,490,0,0,0,0.0
32,0,491,0,0,0,0.0
32,0,492,0,0,0,0.0
32,0,493,0,0,0,0.0
32,0,494,0,0,0,0.0
32,0,495,1,1,1,1.0
32,0,496,1,1,1,1.0
32,0,497,0,0,0,0.0
32,0,498,1,1,1,1.0
32,0,499,1,1,0,0.0
32,0,500,0,0,0,0.0
32,0,501,0,0,0,0.0
32,0,502,0,1,0,1.0
32,0,503,0,0,0,0.0
32,0,504,0,0,0,1.0
32,0,505,0,0,0,0.0
32,0,506,1,0,1,1.0
32,0,507,0,0,0,0.0
32,0,508,0,0,0,0.0
32,0,509,0,1,0,1.0
32,0,510,0,0,0,0.0
32,0,511,0,0,0,0.0
32,0,512,0,0,0,0.0
32,0,513,1,1,1,1.0
32,0,514,0,0,0,1.0
32,0,515,1,1,1,1.0
32,0,516,0,0,0,0.0
32,0,517,0,1,0,0.0
32,0,518,0,0,0,1.0
32,0,519,1,1,1,0.0
32,0,520,1,0,1,1.0
32,0,521,0,0,1,0.0
32,0,522,1,1,1,1.0
32,0,523,0,0,0,0.0
32,0,524,0,0,0,1.0
32,0,525,0,0,0,0.0
32,0,526,1,1,1,1.0
32,0,527,0,0,0,0.0
32,0,528,0,0,1,1.0
32,0,529,1,1,1,0.0
32,0,530,1,1,1,1.0
32,0,531,0,0,0,0.0
32,0,532,0,1,0,0.0
32,0,533,0,0,0,0.0
32,0,534,0,0,0,0.0
32,0,535,0,0,0,0.0
32,0,536,0,0,0,0.0
32,0,537,1,0,0,0.0
32,0,538,0,0,0,0.0
32,0,539,0,0,0,0.0
32,0,540,0,0,1,1.0
32,0,541,0,0,0,1.0
32,0,542,0,0,0,0.0
32,0,543,0,0,0,0.0
32,0,544,0,0,0,0.0
32,0,545,0,0,0,0.0
32,0,546,0,1,0,0.0
32,0,547,1,0,0,0.0
32,0,548,0,0,0,1.0
32,0,549,1,1,1,1.0
32,0,550,0,0,0,0.0
32,0,551,0,0,0,0.0
32,0,552,1,0,1,1.0
32,0,553,0,0,0,1.0
32,0,554,1,1,1,0.0
32,0,555,0,0,0,0.0
32,0,556,0,0,0,0.0
32,0,557,0,0,1,1.0
32,0,558,1,1,1,1.0
32,0,559,1,0,1,1.0
32,0,560,0,1,0,1.0
32,0,561,1,1,1,1.0
32,0,562,0,0,0,0.0
32,0,563,0,0,0,0.0
32,0,564,0,0,0,1.0
32,0,565,1,1,1,1.0
32,0,566,0,0,0,0.0
32,0,567,0,0,0,0.0
32,0,568,0,0,0,0.0
32,0,569,1,1,1,1.0
32,0,570,0,0,0,0.0
32,0,571,0,1,0,1.0
32,0,572,0,0,0,1.0
32,0,573,1,1,1,1.0
32,0,574,1,1,1,1.0
32,0,575,1,1,1,1.0
32,0,576,1,0,1,1.0
32,0,577,1,0,0,1.0
32,0,578,1,1,1,1.0
32,0,579,0,0,0,0.0
32,0,580,0,0,0,0.0
32,0,581,1,1,1,1.0
32,0,582,0,0,0,0.0
32,0,583,1,1,1,1.0
32,0,584,1,0,0,0.0
32,0,585,1,1,1,1.0
32,0,586,0,0,0,0.0
32,0,587,1,1,1,1.0
32,0,588,0,0,1,1.0
32,0,589,1,1,1,1.0
32,0,590,0,0,0,0.0
32,0,591,0,0,0,0.0
32,0,592,0,0,0,1.0
32,0,593,0,1,0,0.0
32,0,594,0,0,0,0.0
32,0,595,0,0,0,1.0
32,0,596,0,0,0,0.0
32,0,597,0,0,0,0.0
32,0,598,0,0,0,0.0
32,0,599,1,0,0,0.0
32,0,600,0,0,0,0.0
32,0,601,0,0,0,0.0
32,0,602,0,0,0,0.0
32,0,603,0,0,0,0.0
32,0,604,1,0,0,1.0
32,0,605,0,0,0,0.0
32,0,606,0,0,0,0.0
32,0,607,0,0,0,1.0
32,0,608,1,1,1,1.0
32,0,609,0,0,0,0.0
32,0,610,0,0,0,1.0
32,0,611,0,1,0,1.0
32,0,612,0,1,0,1.0
32,0,613,0,1,1,1.0
32,0,614,0,0,0,0.0
32,0,615,1,0,0,1.0
32,0,616,0,0,0,1.0
32,0,617,0,0,0,0.0
32,0,618,1,1,1,1.0
32,0,619,0,0,0,0.0
32,0,620,1,1,1,1.0
32,0,621,1,1,1,1.0
32,0,622,1,1,1,1.0
32,0,623,1,1,1,1.0
32,0,624,1,1,0,1.0
32,0,625,0,0,0,0.0
32,0,626,1,1,1,1.0
32,0,627,0,0,0,0.0
32,0,628,1,1,1,1.0
32,0,629,0,0,0,0.0
32,0,630,1,0,1,1.0
32,0,631,1,0,1,1.0
32,0,632,0,0,0,0.0
32,0,633,1,1,1,1.0
32,0,634,1,1,1,1.0
32,0,635,0,0,0,0.0
32,0,636,0,0,0,0.0
32,0,637,0,0,1,0.0
32,0,638,0,0,0,0.0
32,0,639,0,0,0,0.0
32,0,640,0,0,0,0.0
32,0,641,0,0,0,0.0
32,0,642,0,0,0,1.0
32,0,643,0,1,1,1.0
32,0,644,1,0,0,0.0
32,0,645,0,0,1,0.0
32,0,646,0,1,0,0.0
32,0,647,0,0,0,1.0
32,0,648,0,0,0,1.0
32,0,649,0,0,0,0.0
32,0,650,0,0,0,0.0
32,0,651,0,0,0,0.0
32,0,652,1,1,0,0.0
32,0,653,0,0,0,0.0
32,0,654,1,0,1,1.0
32,0,655,0,0,0,1.0
32,0,656,0,0,0,0.0
32,0,657,0,0,0,0.0
32,0,658,1,1,1,1.0
32,0,659,1,0,1,1.0
32,0,660,0,0,0,1.0
32,0,661,0,0,0,0.0
32,0,662,0,0,1,0.0
32,0,663,0,0,0,0.0
32,0,664,0,0,0,0.0
32,0,665,0,0,0,0.0
32,0,666,0,0,0,0.0
32,0,667,1,0,1,1.0
32,0,668,0,0,0,0.0
32,0,669,0,0,0,1.0
32,0,670,0,0,0,0.0
32,0,671,1,0,0,0.0
32,0,672,1,1,1,1.0
32,0,673,1,1,0,0.0
32,0,674,0,1,0,0.0
32,0,675,0,0,0,0.0
32,0,676,1,1,1,1.0
32,0,677,0,0,0,0.0
32,0,678,1,1,1,1.0
32,0,679,0,0,0,0.0
32,0,680,0,0,0,0.0
32,0,681,0,1,0,1.0
32,0,682,0,0,0,0.0
32,0,683,0,0,0,0.0
32,0,684,0,0,0,1.0
32,0,685,1,1,1,1.0
32,0,686,0,0,0,1.0
32,0,687,0,0,0,0.0
32,0,688,0,0,0,0.0
32,0,689,1,1,1,1.0
32,0,690,0,0,0,0.0
32,0,691,0,0,0,0.0
32,0,692,0,0,0,0.0
32,0,693,0,0,0,0.0
32,0,694,1,1,1,1.0
32,0,695,0,0,0,0.0
32,0,696,0,1,0,1.0
32,0,697,0,0,0,0.0
32,0,698,0,0,0,0.0
32,0,699,0,0,0,0.0
32,0,700,0,1,0,1.0
32,0,701,1,1,1,1.0
32,0,702,1,0,0,0.0
32,0,703,0,0,0,0.0
32,0,704,0,0,1,1.0
32,0,705,0,0,0,1.0
32,0,706,0,0,0,0.0
32,0,707,0,0,0,0.0
32,0,708,1,1,1,1.0
32,0,709,1,0,1,1.0
32,0,710,0,0,0,0.0
32,0,711,0,0,0,0.0
32,0,712,0,0,0,0.0
32,0,713,0,0,0,1.0
32,0,714,0,0,0,0.0
32,0,715,0,0,0,1.0
32,0,716,0,0,0,0.0
32,0,717,0,0,0,0.0
32,0,718,0,0,0,1.0
32,0,719,0,0,0,0.0
32,0,720,0,0,0,0.0
32,0,721,0,0,0,0.0
32,0,722,0,0,0,0.0
32,0,723,0,0,0,0.0
32,0,724,0,0,0,0.0
32,0,725,0,0,0,0.0
32,0,726,0,0,0,0.0
32,0,727,0,0,0,1.0
32,0,728,1,1,1,1.0
32,0,729,0,0,0,0.0
32,0,730,0,0,0,1.0
32,0,731,0,0,0,0.0
32,0,732,0,0,0,0.0
32,0,733,0,0,0,0.0
32,0,734,0,1,1,1.0
32,0,735,0,0,0,0.0
32,0,736,1,1,1,1.0
32,0,737,1,1,1,0.0
32,0,738,1,1,1,1.0
32,0,739,0,0,0,0.0
32,0,740,0,0,1,1.0
32,0,741,1,1,1,1.0
32,0,742,0,0,0,0.0
32,0,743,1,1,1,1.0
32,0,744,1,0,1,1.0
32,0,745,0,0,0,0.0
32,0,746,1,1,1,1.0
32,0,747,0,0,0,0.0
32,0,748,0,0,0,0.0
32,0,749,0,0,0,0.0
32,0,750,1,1,0,0.0
32,0,751,0,0,0,0.0
32,0,752,1,0,0,0.0
32,0,753,0,0,0,0.0
32,0,754,0,0,0,1.0
32,0,755,0,0,0,0.0
32,0,756,1,1,1,1.0
32,0,757,0,0,0,0.0
32,0,758,0,0,1,0.0
32,0,759,0,0,0,0.0
32,0,760,0,0,0,1.0
32,0,761,0,0,0,0.0
32,0,762,0,0,0,0.0
32,0,763,1,0,0,0.0
32,0,764,0,0,0,0.0
32,0,765,0,0,0,1.0
32,0,766,0,0,0,1.0
32,0,767,0,0,0,1.0
32,0,768,1,1,1,1.0
32,0,769,0,0,0,0.0
32,0,770,0,0,0,0.0
32,0,771,1,1,1,1.0
32,0,772,0,0,1,0.0
32,0,773,0,0,0,0.0
32,0,774,1,1,1,1.0
32,0,775,0,0,0,0.0
32,0,776,1,1,1,0.0
32,0,777,0,0,0,0.0
32,0,778,0,0,0,0.0
32,0,779,0,0,0,0.0
32,0,780,0,1,0,1.0
32,0,781,0,0,0,0.0
32,0,782,0,0,0,0.0
32,0,783,0,0,0,0.0
32,0,784,1,1,1,1.0
32,0,785,0,0,0,0.0
32,0,786,0,1,0,0.0
32,0,787,0,0,1,0.0
32,0,788,0,0,0,1.0
32,0,789,0,0,0,0.0
32,0,790,0,0,0,0.0
32,0,791,0,0,0,1.0
32,0,792,1,1,0,0.0
32,0,793,0,0,0,0.0
32,0,794,0,0,0,0.0
32,0,795,0,0,0,0.0
32,0,796,0,0,0,0.0
32,0,797,0,0,0,1.0
32,0,798,0,0,0,0.0
32,0,799,1,1,1,1.0
32,0,800,0,0,0,0.0
32,0,801,0,0,0,0.0
32,0,802,0,0,0,0.0
32,0,803,1,1,1,1.0
32,0,804,1,0,1,1.0
32,0,805,0,0,0,0.0
32,0,806,0,0,1,0.0
32,0,807,0,0,0,1.0
32,0,808,1,1,1,1.0
32,0,809,0,0,1,0.0
32,0,810,0,0,0,0.0
32,0,811,0,0,0,0.0
32,0,812,1,0,0,0.0
32,0,813,0,0,0,0.0
32,0,814,0,0,0,0.0
32,0,815,0,0,0,0.0
32,0,816,0,0,0,0.0
32,0,817,1,1,1,1.0
32,0,818,1,1,1,0.0
32,0,819,0,0,0,0.0
32,0,820,1,1,1,1.0
32,0,821,0,0,0,0.0
32,0,822,0,1,0,0.0
32,0,823,0,0,0,0.0
32,0,824,1,1,1,1.0
32,0,825,1,1,0,0.0
32,0,826,1,1,1,1.0
32,0,827,1,1,1,1.0
32,0,828,0,0,0,0.0
32,0,829,1,1,1,1.0
32,0,830,0,0,0,1.0
32,0,831,1,0,0,0.0
32,0,832,1,0,1,1.0
32,0,833,0,0,0,0.0
32,0,834,1,1,1,1.0
32,0,835,0,1,0,0.0
32,0,836,1,1,1,1.0
32,0,837,0,0,0,0.0
32,0,838,1,1,1,1.0
32,0,839,0,0,0,0.0
32,0,840,0,0,0,0.0
32,0,841,0,0,0,1.0
32,0,842,1,0,0,0.0
32,0,843,0,0,0,0.0
32,0,844,0,0,1,1.0
32,0,845,0,0,0,1.0
32,0,846,0,0,0,0.0
32,0,847,0,0,0,0.0
32,0,848,0,0,0,0.0
32,0,849,1,1,1,1.0
32,0,850,1,0,0,0.0
32,0,851,0,0,0,0.0
32,0,852,0,1,0,1.0
32,0,853,0,0,0,0.0
32,0,854,1,1,1,1.0
32,0,855,1,1,0,1.0
32,0,856,0,0,0,0.0
32,0,857,1,1,0,1.0
32,0,858,0,1,0,0.0
32,0,859,0,0,0,0.0
32,0,860,0,0,0,0.0
32,0,861,0,0,0,0.0
32,0,862,1,1,1,1.0
32,0,863,0,1,0,1.0
32,0,864,1,1,1,1.0
32,0,865,1,0,1,1.0
32,0,866,0,0,0,1.0
32,0,867,0,0,0,0.0
32,0,868,1,1,1,1.0
32,0,869,0,0,0,0.0
